text,label,language
fucking dude,1,en
you fucking,1,en
you fucking!,1,en
you fucking.,1,en
you fucking lol,1,en
you fucking bro,1,en
you fucking man,1,en
you fucking dude,1,en
u fucking,1,en
u fucking!,1,en
u fucking.,1,en
u fucking lol,1,en
u fucking bro,1,en
u fucking man,1,en
u fucking dude,1,en
hey fucking,1,en
hey fucking!,1,en
hey fucking.,1,en
hey fucking lol,1,en
hey fucking bro,1,en
hey fucking man,1,en
hey fucking dude,1,en
such a fucking,1,en
such a fucking!,1,en
such a fucking.,1,en
such a fucking lol,1,en
such a fucking bro,1,en
such a fucking man,1,en
such a fucking dude,1,en
what a fucking,1,en
what a fucking!,1,en
what a fucking.,1,en
what a fucking lol,1,en
what a fucking bro,1,en
what a fucking man,1,en
what a fucking dude,1,en
fuking,1,en
fuking!,1,en
fuking.,1,en
fuking lol,1,en
fuking bro,1,en
fuking man,1,en
fuking dude,1,en
you fuking,1,en
you fuking!,1,en
you fuking.,1,en
you fuking lol,1,en
you fuking bro,1,en
you fuking man,1,en
you fuking dude,1,en
u fuking,1,en
u fuking!,1,en
u fuking.,1,en
u fuking lol,1,en
u fuking bro,1,en
u fuking man,1,en
u fuking dude,1,en
hey fuking,1,en
hey fuking!,1,en
hey fuking.,1,en
hey fuking lol,1,en
hey fuking bro,1,en
hey fuking man,1,en
hey fuking dude,1,en
such a fuking,1,en
such a fuking!,1,en
such a fuking.,1,en
such a fuking lol,1,en
such a fuking bro,1,en
such a fuking man,1,en
such a fuking dude,1,en
what a fuking,1,en
what a fuking!,1,en
what a fuking.,1,en
what a fuking lol,1,en
what a fuking bro,1,en
what a fuking man,1,en
what a fuking dude,1,en
fcking,1,en
fcking!,1,en
fcking.,1,en
fcking lol,1,en
fcking bro,1,en
fcking man,1,en
fcking dude,1,en
you fcking,1,en
you fcking!,1,en
you fcking.,1,en
you fcking lol,1,en
you fcking bro,1,en
you fcking man,1,en
you fcking dude,1,en
u fcking,1,en
u fcking!,1,en
u fcking.,1,en
u fcking lol,1,en
u fcking bro,1,en
u fcking man,1,en
u fcking dude,1,en
hey fcking,1,en
hey fcking!,1,en
hey fcking.,1,en
hey fcking lol,1,en
hey fcking bro,1,en
hey fcking man,1,en
hey fcking dude,1,en
such a fcking,1,en
such a fcking!,1,en
such a fcking.,1,en
such a fcking lol,1,en
such a fcking bro,1,en
such a fcking man,1,en
such a fcking dude,1,en
what a fcking,1,en
what a fcking!,1,en
what a fcking.,1,en
what a fcking lol,1,en
what a fcking bro,1,en
what a fcking man,1,en
what a fcking dude,1,en
fucked,1,en
fucked!,1,en
fucked.,1,en
fucked lol,1,en
fucked bro,1,en
fucked man,1,en
fucked dude,1,en
you fucked,1,en
you fucked!,1,en
you fucked.,1,en
you fucked lol,1,en
you fucked bro,1,en
you fucked man,1,en
you fucked dude,1,en
u fucked,1,en
u fucked!,1,en
u fucked.,1,en
u fucked lol,1,en
u fucked bro,1,en
u fucked man,1,en
u fucked dude,1,en
hey fucked,1,en
hey fucked!,1,en
hey fucked.,1,en
hey fucked lol,1,en
hey fucked bro,1,en
hey fucked man,1,en
hey fucked dude,1,en
such a fucked,1,en
such a fucked!,1,en
such a fucked.,1,en
such a fucked lol,1,en
such a fucked bro,1,en
such a fucked man,1,en
such a fucked dude,1,en
what a fucked,1,en
what a fucked!,1,en
what a fucked.,1,en
what a fucked lol,1,en
what a fucked bro,1,en
what a fucked man,1,en
what a fucked dude,1,en
fuked,1,en
fuked!,1,en
fuked.,1,en
fuked lol,1,en
fuked bro,1,en
fuked man,1,en
fuked dude,1,en
you fuked,1,en
you fuked!,1,en
you fuked.,1,en
you fuked lol,1,en
you fuked bro,1,en
you fuked man,1,en
you fuked dude,1,en
u fuked,1,en
u fuked!,1,en
u fuked.,1,en
u fuked lol,1,en
u fuked bro,1,en
u fuked man,1,en
u fuked dude,1,en
hey fuked,1,en
hey fuked!,1,en
hey fuked.,1,en
hey fuked lol,1,en
hey fuked bro,1,en
hey fuked man,1,en
hey fuked dude,1,en
such a fuked,1,en
such a fuked!,1,en
such a fuked.,1,en
such a fuked lol,1,en
such a fuked bro,1,en
such a fuked man,1,en
such a fuked dude,1,en
what a fuked,1,en
what a fuked!,1,en
what a fuked.,1,en
what a fuked lol,1,en
what a fuked bro,1,en
what a fuked man,1,en
what a fuked dude,1,en
fcked,1,en
fcked!,1,en
fcked.,1,en
fcked lol,1,en
fcked bro,1,en
fcked man,1,en
fcked dude,1,en
you fcked,1,en
you fcked!,1,en
you fcked.,1,en
you fcked lol,1,en
you fcked bro,1,en
you fcked man,1,en
you fcked dude,1,en
u fcked,1,en
u fcked!,1,en
u fcked.,1,en
u fcked lol,1,en
u fcked bro,1,en
u fcked man,1,en
u fcked dude,1,en
hey fcked,1,en
hey fcked!,1,en
hey fcked.,1,en
hey fcked lol,1,en
hey fcked bro,1,en
hey fcked man,1,en
hey fcked dude,1,en
such a fcked,1,en
such a fcked!,1,en
such a fcked.,1,en
such a fcked lol,1,en
such a fcked bro,1,en
such a fcked man,1,en
such a fcked dude,1,en
what a fcked,1,en
what a fcked!,1,en
what a fcked.,1,en
what a fcked lol,1,en
what a fcked bro,1,en
what a fcked man,1,en
what a fcked dude,1,en
fucker,1,en
fucker!,1,en
fucker.,1,en
fucker lol,1,en
fucker bro,1,en
fucker man,1,en
fucker dude,1,en
you fucker,1,en
you fucker!,1,en
you fucker.,1,en
you fucker lol,1,en
you fucker bro,1,en
you fucker man,1,en
you fucker dude,1,en
u fucker,1,en
u fucker!,1,en
u fucker.,1,en
u fucker lol,1,en
u fucker bro,1,en
u fucker man,1,en
u fucker dude,1,en
hey fucker,1,en
hey fucker!,1,en
hey fucker.,1,en
hey fucker lol,1,en
hey fucker bro,1,en
hey fucker man,1,en
hey fucker dude,1,en
such a fucker,1,en
such a fucker!,1,en
such a fucker.,1,en
such a fucker lol,1,en
such a fucker bro,1,en
such a fucker man,1,en
such a fucker dude,1,en
what a fucker,1,en
what a fucker!,1,en
what a fucker.,1,en
what a fucker lol,1,en
what a fucker bro,1,en
what a fucker man,1,en
what a fucker dude,1,en
fuker,1,en
fuker!,1,en
fuker.,1,en
fuker lol,1,en
fuker bro,1,en
fuker man,1,en
fuker dude,1,en
you fuker,1,en
you fuker!,1,en
you fuker.,1,en
you fuker lol,1,en
you fuker bro,1,en
you fuker man,1,en
you fuker dude,1,en
u fuker,1,en
u fuker!,1,en
u fuker.,1,en
u fuker lol,1,en
u fuker bro,1,en
u fuker man,1,en
u fuker dude,1,en
hey fuker,1,en
hey fuker!,1,en
hey fuker.,1,en
hey fuker lol,1,en
hey fuker bro,1,en
hey fuker man,1,en
hey fuker dude,1,en
such a fuker,1,en
such a fuker!,1,en
such a fuker.,1,en
such a fuker lol,1,en
such a fuker bro,1,en
such a fuker man,1,en
such a fuker dude,1,en
what a fuker,1,en
what a fuker!,1,en
what a fuker.,1,en
what a fuker lol,1,en
what a fuker bro,1,en
what a fuker man,1,en
what a fuker dude,1,en
fcker,1,en
fcker!,1,en
fcker.,1,en
fcker lol,1,en
fcker bro,1,en
fcker man,1,en
fcker dude,1,en
you fcker,1,en
you fcker!,1,en
you fcker.,1,en
you fcker lol,1,en
you fcker bro,1,en
you fcker man,1,en
you fcker dude,1,en
u fcker,1,en
u fcker!,1,en
u fcker.,1,en
u fcker lol,1,en
u fcker bro,1,en
u fcker man,1,en
u fcker dude,1,en
hey fcker,1,en
hey fcker!,1,en
hey fcker.,1,en
hey fcker lol,1,en
hey fcker bro,1,en
hey fcker man,1,en
hey fcker dude,1,en
such a fcker,1,en
such a fcker!,1,en
such a fcker.,1,en
such a fcker lol,1,en
such a fcker bro,1,en
such a fcker man,1,en
such a fcker dude,1,en
what a fcker,1,en
what a fcker!,1,en
what a fcker.,1,en
what a fcker lol,1,en
what a fcker bro,1,en
what a fcker man,1,en
what a fcker dude,1,en
fuckers,1,en
fuckers!,1,en
fuckers.,1,en
fuckers lol,1,en
fuckers bro,1,en
fuckers man,1,en
fuckers dude,1,en
you fuckers,1,en
you fuckers!,1,en
you fuckers.,1,en
you fuckers lol,1,en
you fuckers bro,1,en
you fuckers man,1,en
you fuckers dude,1,en
u fuckers,1,en
u fuckers!,1,en
u fuckers.,1,en
u fuckers lol,1,en
u fuckers bro,1,en
u fuckers man,1,en
u fuckers dude,1,en
hey fuckers,1,en
hey fuckers!,1,en
hey fuckers.,1,en
hey fuckers lol,1,en
hey fuckers bro,1,en
hey fuckers man,1,en
hey fuckers dude,1,en
such a fuckers,1,en
such a fuckers!,1,en
such a fuckers.,1,en
such a fuckers lol,1,en
such a fuckers bro,1,en
such a fuckers man,1,en
such a fuckers dude,1,en
what a fuckers,1,en
what a fuckers!,1,en
what a fuckers.,1,en
what a fuckers lol,1,en
what a fuckers bro,1,en
what a fuckers man,1,en
what a fuckers dude,1,en
fukers,1,en
fukers!,1,en
fukers.,1,en
fukers lol,1,en
fukers bro,1,en
fukers man,1,en
fukers dude,1,en
you fukers,1,en
you fukers!,1,en
you fukers.,1,en
you fukers lol,1,en
you fukers bro,1,en
you fukers man,1,en
you fukers dude,1,en
u fukers,1,en
u fukers!,1,en
u fukers.,1,en
u fukers lol,1,en
u fukers bro,1,en
u fukers man,1,en
u fukers dude,1,en
hey fukers,1,en
hey fukers!,1,en
hey fukers.,1,en
hey fukers lol,1,en
hey fukers bro,1,en
hey fukers man,1,en
hey fukers dude,1,en
such a fukers,1,en
such a fukers!,1,en
such a fukers.,1,en
such a fukers lol,1,en
such a fukers bro,1,en
such a fukers man,1,en
such a fukers dude,1,en
what a fukers,1,en
what a fukers!,1,en
what a fukers.,1,en
what a fukers lol,1,en
what a fukers bro,1,en
what a fukers man,1,en
what a fukers dude,1,en
fckers,1,en
fckers!,1,en
fckers.,1,en
fckers lol,1,en
fckers bro,1,en
fckers man,1,en
fckers dude,1,en
you fckers,1,en
you fckers!,1,en
you fckers.,1,en
you fckers lol,1,en
you fckers bro,1,en
you fckers man,1,en
you fckers dude,1,en
u fckers,1,en
u fckers!,1,en
u fckers.,1,en
u fckers lol,1,en
u fckers bro,1,en
u fckers man,1,en
u fckers dude,1,en
hey fckers,1,en
hey fckers!,1,en
hey fckers.,1,en
hey fckers lol,1,en
hey fckers bro,1,en
hey fckers man,1,en
hey fckers dude,1,en
such a fckers,1,en
such a fckers!,1,en
such a fckers.,1,en
such a fckers lol,1,en
such a fckers bro,1,en
such a fckers man,1,en
such a fckers dude,1,en
what a fckers,1,en
what a fckers!,1,en
what a fckers.,1,en
what a fckers lol,1,en
what a fckers bro,1,en
what a fckers man,1,en
what a fckers dude,1,en
motherfucker,1,en
motherfucker!,1,en
motherfucker.,1,en
motherfucker lol,1,en
motherfucker bro,1,en
motherfucker man,1,en
motherfucker dude,1,en
you motherfucker,1,en
you motherfucker!,1,en
you motherfucker.,1,en
you motherfucker lol,1,en
you motherfucker bro,1,en
you motherfucker man,1,en
you motherfucker dude,1,en
u motherfucker,1,en
u motherfucker!,1,en
u motherfucker.,1,en
u motherfucker lol,1,en
u motherfucker bro,1,en
u motherfucker man,1,en
u motherfucker dude,1,en
hey motherfucker,1,en
hey motherfucker!,1,en
hey motherfucker.,1,en
hey motherfucker lol,1,en
hey motherfucker bro,1,en
hey motherfucker man,1,en
hey motherfucker dude,1,en
such a motherfucker,1,en
such a motherfucker!,1,en
such a motherfucker.,1,en
such a motherfucker lol,1,en
such a motherfucker bro,1,en
such a motherfucker man,1,en
such a motherfucker dude,1,en
what a motherfucker,1,en
what a motherfucker!,1,en
what a motherfucker.,1,en
what a motherfucker lol,1,en
what a motherfucker bro,1,en
what a motherfucker man,1,en
what a motherfucker dude,1,en
motherfuker,1,en
motherfuker!,1,en
motherfuker.,1,en
motherfuker lol,1,en
motherfuker bro,1,en
motherfuker man,1,en
motherfuker dude,1,en
you motherfuker,1,en
you motherfuker!,1,en
you motherfuker.,1,en
you motherfuker lol,1,en
you motherfuker bro,1,en
you motherfuker man,1,en
you motherfuker dude,1,en
u motherfuker,1,en
u motherfuker!,1,en
u motherfuker.,1,en
u motherfuker lol,1,en
u motherfuker bro,1,en
u motherfuker man,1,en
u motherfuker dude,1,en
hey motherfuker,1,en
hey motherfuker!,1,en
hey motherfuker.,1,en
hey motherfuker lol,1,en
hey motherfuker bro,1,en
hey motherfuker man,1,en
hey motherfuker dude,1,en
such a motherfuker,1,en
such a motherfuker!,1,en
such a motherfuker.,1,en
such a motherfuker lol,1,en
such a motherfuker bro,1,en
such a motherfuker man,1,en
such a motherfuker dude,1,en
what a motherfuker,1,en
what a motherfuker!,1,en
what a motherfuker.,1,en
what a motherfuker lol,1,en
what a motherfuker bro,1,en
what a motherfuker man,1,en
what a motherfuker dude,1,en
motherfcker,1,en
motherfcker!,1,en
motherfcker.,1,en
motherfcker lol,1,en
motherfcker bro,1,en
motherfcker man,1,en
motherfcker dude,1,en
you motherfcker,1,en
you motherfcker!,1,en
you motherfcker.,1,en
you motherfcker lol,1,en
you motherfcker bro,1,en
you motherfcker man,1,en
you motherfcker dude,1,en
u motherfcker,1,en
u motherfcker!,1,en
u motherfcker.,1,en
u motherfcker lol,1,en
u motherfcker bro,1,en
u motherfcker man,1,en
u motherfcker dude,1,en
hey motherfcker,1,en
hey motherfcker!,1,en
hey motherfcker.,1,en
hey motherfcker lol,1,en
hey motherfcker bro,1,en
hey motherfcker man,1,en
hey motherfcker dude,1,en
such a motherfcker,1,en
such a motherfcker!,1,en
such a motherfcker.,1,en
such a motherfcker lol,1,en
such a motherfcker bro,1,en
such a motherfcker man,1,en
such a motherfcker dude,1,en
what a motherfcker,1,en
what a motherfcker!,1,en
what a motherfcker.,1,en
what a motherfcker lol,1,en
what a motherfcker bro,1,en
what a motherfcker man,1,en
what a motherfcker dude,1,en
motherfuckers,1,en
motherfuckers!,1,en
motherfuckers.,1,en
motherfuckers lol,1,en
motherfuckers bro,1,en
motherfuckers man,1,en
motherfuckers dude,1,en
you motherfuckers,1,en
you motherfuckers!,1,en
you motherfuckers.,1,en
you motherfuckers lol,1,en
you motherfuckers bro,1,en
you motherfuckers man,1,en
you motherfuckers dude,1,en
u motherfuckers,1,en
u motherfuckers!,1,en
u motherfuckers.,1,en
u motherfuckers lol,1,en
u motherfuckers bro,1,en
u motherfuckers man,1,en
u motherfuckers dude,1,en
hey motherfuckers,1,en
hey motherfuckers!,1,en
hey motherfuckers.,1,en
hey motherfuckers lol,1,en
hey motherfuckers bro,1,en
hey motherfuckers man,1,en
hey motherfuckers dude,1,en
such a motherfuckers,1,en
such a motherfuckers!,1,en
such a motherfuckers.,1,en
such a motherfuckers lol,1,en
such a motherfuckers bro,1,en
such a motherfuckers man,1,en
such a motherfuckers dude,1,en
what a motherfuckers,1,en
what a motherfuckers!,1,en
what a motherfuckers.,1,en
what a motherfuckers lol,1,en
what a motherfuckers bro,1,en
what a motherfuckers man,1,en
what a motherfuckers dude,1,en
motherfukers,1,en
motherfukers!,1,en
motherfukers.,1,en
motherfukers lol,1,en
motherfukers bro,1,en
motherfukers man,1,en
motherfukers dude,1,en
you motherfukers,1,en
you motherfukers!,1,en
you motherfukers.,1,en
you motherfukers lol,1,en
you motherfukers bro,1,en
you motherfukers man,1,en
you motherfukers dude,1,en
u motherfukers,1,en
u motherfukers!,1,en
u motherfukers.,1,en
u motherfukers lol,1,en
u motherfukers bro,1,en
u motherfukers man,1,en
u motherfukers dude,1,en
hey motherfukers,1,en
hey motherfukers!,1,en
hey motherfukers.,1,en
hey motherfukers lol,1,en
hey motherfukers bro,1,en
hey motherfukers man,1,en
hey motherfukers dude,1,en
such a motherfukers,1,en
such a motherfukers!,1,en
such a motherfukers.,1,en
such a motherfukers lol,1,en
such a motherfukers bro,1,en
such a motherfukers man,1,en
such a motherfukers dude,1,en
what a motherfukers,1,en
what a motherfukers!,1,en
what a motherfukers.,1,en
what a motherfukers lol,1,en
what a motherfukers bro,1,en
what a motherfukers man,1,en
what a motherfukers dude,1,en
motherfckers,1,en
motherfckers!,1,en
motherfckers.,1,en
motherfckers lol,1,en
motherfckers bro,1,en
motherfckers man,1,en
motherfckers dude,1,en
you motherfckers,1,en
you motherfckers!,1,en
you motherfckers.,1,en
you motherfckers lol,1,en
you motherfckers bro,1,en
you motherfckers man,1,en
you motherfckers dude,1,en
u motherfckers,1,en
u motherfckers!,1,en
u motherfckers.,1,en
u motherfckers lol,1,en
u motherfckers bro,1,en
u motherfckers man,1,en
u motherfckers dude,1,en
hey motherfckers,1,en
hey motherfckers!,1,en
hey motherfckers.,1,en
hey motherfckers lol,1,en
hey motherfckers bro,1,en
hey motherfckers man,1,en
hey motherfckers dude,1,en
such a motherfckers,1,en
such a motherfckers!,1,en
such a motherfckers.,1,en
such a motherfckers lol,1,en
such a motherfckers bro,1,en
such a motherfckers man,1,en
such a motherfckers dude,1,en
what a motherfckers,1,en
what a motherfckers!,1,en
what a motherfckers.,1,en
what a motherfckers lol,1,en
what a motherfckers bro,1,en
what a motherfckers man,1,en
what a motherfckers dude,1,en
shit,1,en
shit!,1,en
shit.,1,en
shit lol,1,en
shit bro,1,en
shit man,1,en
shit dude,1,en
you shit,1,en
you shit!,1,en
you shit.,1,en
you shit lol,1,en
you shit bro,1,en
you shit man,1,en
you shit dude,1,en
u shit,1,en
u shit!,1,en
u shit.,1,en
u shit lol,1,en
u shit bro,1,en
u shit man,1,en
u shit dude,1,en
hey shit,1,en
hey shit!,1,en
hey shit.,1,en
hey shit lol,1,en
hey shit bro,1,en
hey shit man,1,en
hey shit dude,1,en
such a shit,1,en
such a shit!,1,en
such a shit.,1,en
such a shit lol,1,en
such a shit bro,1,en
such a shit man,1,en
such a shit dude,1,en
what a shit,1,en
what a shit!,1,en
what a shit.,1,en
what a shit lol,1,en
what a shit bro,1,en
what a shit man,1,en
what a shit dude,1,en
sh1t,1,en
sh1t!,1,en
sh1t.,1,en
sh1t lol,1,en
sh1t bro,1,en
sh1t man,1,en
sh1t dude,1,en
you sh1t,1,en
you sh1t!,1,en
you sh1t.,1,en
you sh1t lol,1,en
you sh1t bro,1,en
you sh1t man,1,en
you sh1t dude,1,en
u sh1t,1,en
u sh1t!,1,en
u sh1t.,1,en
u sh1t lol,1,en
u sh1t bro,1,en
u sh1t man,1,en
u sh1t dude,1,en
hey sh1t,1,en
hey sh1t!,1,en
hey sh1t.,1,en
hey sh1t lol,1,en
hey sh1t bro,1,en
hey sh1t man,1,en
hey sh1t dude,1,en
such a sh1t,1,en
such a sh1t!,1,en
such a sh1t.,1,en
such a sh1t lol,1,en
such a sh1t bro,1,en
such a sh1t man,1,en
such a sh1t dude,1,en
what a sh1t,1,en
what a sh1t!,1,en
what a sh1t.,1,en
what a sh1t lol,1,en
what a sh1t bro,1,en
what a sh1t man,1,en
what a sh1t dude,1,en
shitty,1,en
shitty!,1,en
shitty.,1,en
shitty lol,1,en
shitty bro,1,en
shitty man,1,en
shitty dude,1,en
you shitty,1,en
you shitty!,1,en
you shitty.,1,en
you shitty lol,1,en
you shitty bro,1,en
you shitty man,1,en
you shitty dude,1,en
u shitty,1,en
u shitty!,1,en
u shitty.,1,en
u shitty lol,1,en
u shitty bro,1,en
u shitty man,1,en
u shitty dude,1,en
hey shitty,1,en
hey shitty!,1,en
hey shitty.,1,en
hey shitty lol,1,en
hey shitty bro,1,en
hey shitty man,1,en
hey shitty dude,1,en
such a shitty,1,en
such a shitty!,1,en
such a shitty.,1,en
such a shitty lol,1,en
such a shitty bro,1,en
such a shitty man,1,en
such a shitty dude,1,en
what a shitty,1,en
what a shitty!,1,en
what a shitty.,1,en
what a shitty lol,1,en
what a shitty bro,1,en
what a shitty man,1,en
what a shitty dude,1,en
sh1tty,1,en
sh1tty!,1,en
sh1tty.,1,en
sh1tty lol,1,en
sh1tty bro,1,en
sh1tty man,1,en
sh1tty dude,1,en
you sh1tty,1,en
you sh1tty!,1,en
you sh1tty.,1,en
you sh1tty lol,1,en
you sh1tty bro,1,en
you sh1tty man,1,en
you sh1tty dude,1,en
u sh1tty,1,en
u sh1tty!,1,en
u sh1tty.,1,en
u sh1tty lol,1,en
u sh1tty bro,1,en
u sh1tty man,1,en
u sh1tty dude,1,en
hey sh1tty,1,en
hey sh1tty!,1,en
hey sh1tty.,1,en
hey sh1tty lol,1,en
hey sh1tty bro,1,en
hey sh1tty man,1,en
hey sh1tty dude,1,en
such a sh1tty,1,en
such a sh1tty!,1,en
such a sh1tty.,1,en
such a sh1tty lol,1,en
such a sh1tty bro,1,en
such a sh1tty man,1,en
such a sh1tty dude,1,en
what a sh1tty,1,en
what a sh1tty!,1,en
what a sh1tty.,1,en
what a sh1tty lol,1,en
what a sh1tty bro,1,en
what a sh1tty man,1,en
what a sh1tty dude,1,en
bullshit,1,en
bullshit!,1,en
bullshit.,1,en
bullshit lol,1,en
bullshit bro,1,en
bullshit man,1,en
bullshit dude,1,en
you bullshit,1,en
you bullshit!,1,en
you bullshit.,1,en
you bullshit lol,1,en
you bullshit bro,1,en
you bullshit man,1,en
you bullshit dude,1,en
u bullshit,1,en
u bullshit!,1,en
u bullshit.,1,en
u bullshit lol,1,en
u bullshit bro,1,en
u bullshit man,1,en
u bullshit dude,1,en
hey bullshit,1,en
hey bullshit!,1,en
hey bullshit.,1,en
hey bullshit lol,1,en
hey bullshit bro,1,en
hey bullshit man,1,en
hey bullshit dude,1,en
such a bullshit,1,en
such a bullshit!,1,en
such a bullshit.,1,en
such a bullshit lol,1,en
such a bullshit bro,1,en
such a bullshit man,1,en
such a bullshit dude,1,en
what a bullshit,1,en
what a bullshit!,1,en
what a bullshit.,1,en
what a bullshit lol,1,en
what a bullshit bro,1,en
what a bullshit man,1,en
what a bullshit dude,1,en
bullsh1t,1,en
bullsh1t!,1,en
bullsh1t.,1,en
bullsh1t lol,1,en
bullsh1t bro,1,en
bullsh1t man,1,en
bullsh1t dude,1,en
you bullsh1t,1,en
you bullsh1t!,1,en
you bullsh1t.,1,en
you bullsh1t lol,1,en
you bullsh1t bro,1,en
you bullsh1t man,1,en
you bullsh1t dude,1,en
u bullsh1t,1,en
u bullsh1t!,1,en
u bullsh1t.,1,en
u bullsh1t lol,1,en
u bullsh1t bro,1,en
u bullsh1t man,1,en
u bullsh1t dude,1,en
hey bullsh1t,1,en
hey bullsh1t!,1,en
hey bullsh1t.,1,en
hey bullsh1t lol,1,en
hey bullsh1t bro,1,en
hey bullsh1t man,1,en
hey bullsh1t dude,1,en
such a bullsh1t,1,en
such a bullsh1t!,1,en
such a bullsh1t.,1,en
such a bullsh1t lol,1,en
such a bullsh1t bro,1,en
such a bullsh1t man,1,en
such a bullsh1t dude,1,en
what a bullsh1t,1,en
what a bullsh1t!,1,en
what a bullsh1t.,1,en
what a bullsh1t lol,1,en
what a bullsh1t bro,1,en
what a bullsh1t man,1,en
what a bullsh1t dude,1,en
shithead,1,en
shithead!,1,en
shithead.,1,en
shithead lol,1,en
shithead bro,1,en
shithead man,1,en
shithead dude,1,en
you shithead,1,en
you shithead!,1,en
you shithead.,1,en
you shithead lol,1,en
you shithead bro,1,en
you shithead man,1,en
you shithead dude,1,en
u shithead,1,en
u shithead!,1,en
u shithead.,1,en
u shithead lol,1,en
u shithead bro,1,en
u shithead man,1,en
u shithead dude,1,en
hey shithead,1,en
hey shithead!,1,en
hey shithead.,1,en
hey shithead lol,1,en
hey shithead bro,1,en
hey shithead man,1,en
hey shithead dude,1,en
such a shithead,1,en
such a shithead!,1,en
such a shithead.,1,en
such a shithead lol,1,en
such a shithead bro,1,en
such a shithead man,1,en
such a shithead dude,1,en
what a shithead,1,en
what a shithead!,1,en
what a shithead.,1,en
what a shithead lol,1,en
what a shithead bro,1,en
what a shithead man,1,en
what a shithead dude,1,en
sh1thead,1,en
sh1thead!,1,en
sh1thead.,1,en
sh1thead lol,1,en
sh1thead bro,1,en
sh1thead man,1,en
sh1thead dude,1,en
you sh1thead,1,en
you sh1thead!,1,en
you sh1thead.,1,en
you sh1thead lol,1,en
you sh1thead bro,1,en
you sh1thead man,1,en
you sh1thead dude,1,en
u sh1thead,1,en
u sh1thead!,1,en
u sh1thead.,1,en
u sh1thead lol,1,en
u sh1thead bro,1,en
u sh1thead man,1,en
u sh1thead dude,1,en
hey sh1thead,1,en
hey sh1thead!,1,en
hey sh1thead.,1,en
hey sh1thead lol,1,en
hey sh1thead bro,1,en
hey sh1thead man,1,en
hey sh1thead dude,1,en
such a sh1thead,1,en
such a sh1thead!,1,en
such a sh1thead.,1,en
such a sh1thead lol,1,en
such a sh1thead bro,1,en
such a sh1thead man,1,en
such a sh1thead dude,1,en
what a sh1thead,1,en
what a sh1thead!,1,en
what a sh1thead.,1,en
what a sh1thead lol,1,en
what a sh1thead bro,1,en
what a sh1thead man,1,en
what a sh1thead dude,1,en
shitheads,1,en
shitheads!,1,en
shitheads.,1,en
shitheads lol,1,en
shitheads bro,1,en
shitheads man,1,en
shitheads dude,1,en
you shitheads,1,en
you shitheads!,1,en
you shitheads.,1,en
you shitheads lol,1,en
you shitheads bro,1,en
you shitheads man,1,en
you shitheads dude,1,en
u shitheads,1,en
u shitheads!,1,en
