text,label,language
are maderchod saale,1,hi-roman
are maderchod kutte,1,hi-roman
are maderchod yaar,1,hi-roman
sun maderchod,1,hi-roman
sun maderchod hai,1,hi-roman
sun maderchod ho,1,hi-roman
sun maderchod tha,1,hi-roman
sun maderchod hain,1,hi-roman
sun maderchod aadmi,1,hi-roman
sun maderchod insaan,1,hi-roman
sun maderchod saale,1,hi-roman
sun maderchod kutte,1,hi-roman
sun maderchod yaar,1,hi-roman
dekh maderchod,1,hi-roman
dekh maderchod hai,1,hi-roman
dekh maderchod ho,1,hi-roman
dekh maderchod tha,1,hi-roman
dekh maderchod hain,1,hi-roman
dekh maderchod aadmi,1,hi-roman
dekh maderchod insaan,1,hi-roman
dekh maderchod saale,1,hi-roman
dekh maderchod kutte,1,hi-roman
dekh maderchod yaar,1,hi-roman
madarchuda,1,hi-roman
madarchuda hai,1,hi-roman
madarchuda ho,1,hi-roman
madarchuda tha,1,hi-roman
madarchuda hain,1,hi-roman
madarchuda aadmi,1,hi-roman
madarchuda insaan,1,hi-roman
madarchuda saale,1,hi-roman
madarchuda kutte,1,hi-roman
madarchuda yaar,1,hi-roman
tu madarchuda,1,hi-roman
tu madarchuda hai,1,hi-roman
tu madarchuda ho,1,hi-roman
tu madarchuda tha,1,hi-roman
tu madarchuda hain,1,hi-roman
tu madarchuda aadmi,1,hi-roman
tu madarchuda insaan,1,hi-roman
tu madarchuda saale,1,hi-roman
tu madarchuda kutte,1,hi-roman
tu madarchuda yaar,1,hi-roman
tum madarchuda,1,hi-roman
tum madarchuda hai,1,hi-roman
tum madarchuda ho,1,hi-roman
tum madarchuda tha,1,hi-roman
tum madarchuda hain,1,hi-roman
tum madarchuda aadmi,1,hi-roman
tum madarchuda insaan,1,hi-roman
tum madarchuda saale,1,hi-roman
tum madarchuda kutte,1,hi-roman
tum madarchuda yaar,1,hi-roman
abe madarchuda,1,hi-roman
abe madarchuda hai,1,hi-roman
abe madarchuda ho,1,hi-roman
abe madarchuda tha,1,hi-roman
abe madarchuda hain,1,hi-roman
abe madarchuda aadmi,1,hi-roman
abe madarchuda insaan,1,hi-roman
abe madarchuda saale,1,hi-roman
abe madarchuda kutte,1,hi-roman
abe madarchuda yaar,1,hi-roman
oye madarchuda,1,hi-roman
oye madarchuda hai,1,hi-roman
oye madarchuda ho,1,hi-roman
oye madarchuda tha,1,hi-roman
oye madarchuda hain,1,hi-roman
oye madarchuda aadmi,1,hi-roman
oye madarchuda insaan,1,hi-roman
oye madarchuda saale,1,hi-roman
oye madarchuda kutte,1,hi-roman
oye madarchuda yaar,1,hi-roman
are madarchuda,1,hi-roman
are madarchuda hai,1,hi-roman
are madarchuda ho,1,hi-roman
are madarchuda tha,1,hi-roman
are madarchuda hain,1,hi-roman
are madarchuda aadmi,1,hi-roman
are madarchuda insaan,1,hi-roman
are madarchuda saale,1,hi-roman
are madarchuda kutte,1,hi-roman
are madarchuda yaar,1,hi-roman
sun madarchuda,1,hi-roman
sun madarchuda hai,1,hi-roman
sun madarchuda ho,1,hi-roman
sun madarchuda tha,1,hi-roman
sun madarchuda hain,1,hi-roman
sun madarchuda aadmi,1,hi-roman
sun madarchuda insaan,1,hi-roman
sun madarchuda saale,1,hi-roman
sun madarchuda kutte,1,hi-roman
sun madarchuda yaar,1,hi-roman
dekh madarchuda,1,hi-roman
dekh madarchuda hai,1,hi-roman
dekh madarchuda ho,1,hi-roman
dekh madarchuda tha,1,hi-roman
dekh madarchuda hain,1,hi-roman
dekh madarchuda aadmi,1,hi-roman
dekh madarchuda insaan,1,hi-roman
dekh madarchuda saale,1,hi-roman
dekh madarchuda kutte,1,hi-roman
dekh madarchuda yaar,1,hi-roman
madarchud,1,hi-roman
madarchud hai,1,hi-roman
madarchud ho,1,hi-roman
madarchud tha,1,hi-roman
madarchud hain,1,hi-roman
madarchud aadmi,1,hi-roman
madarchud insaan,1,hi-roman
madarchud saale,1,hi-roman
madarchud kutte,1,hi-roman
madarchud yaar,1,hi-roman
tu madarchud,1,hi-roman
tu madarchud hai,1,hi-roman
tu madarchud ho,1,hi-roman
tu madarchud tha,1,hi-roman
tu madarchud hain,1,hi-roman
tu madarchud aadmi,1,hi-roman
tu madarchud insaan,1,hi-roman
tu madarchud saale,1,hi-roman
tu madarchud kutte,1,hi-roman
tu madarchud yaar,1,hi-roman
tum madarchud,1,hi-roman
tum madarchud hai,1,hi-roman
tum madarchud ho,1,hi-roman
tum madarchud tha,1,hi-roman
tum madarchud hain,1,hi-roman
tum madarchud aadmi,1,hi-roman
tum madarchud insaan,1,hi-roman
tum madarchud saale,1,hi-roman
tum madarchud kutte,1,hi-roman
tum madarchud yaar,1,hi-roman
abe madarchud,1,hi-roman
abe madarchud hai,1,hi-roman
abe madarchud ho,1,hi-roman
abe madarchud tha,1,hi-roman
abe madarchud hain,1,hi-roman
abe madarchud aadmi,1,hi-roman
abe madarchud insaan,1,hi-roman
abe madarchud saale,1,hi-roman
abe madarchud kutte,1,hi-roman
abe madarchud yaar,1,hi-roman
oye madarchud,1,hi-roman
oye madarchud hai,1,hi-roman
oye madarchud ho,1,hi-roman
oye madarchud tha,1,hi-roman
oye madarchud hain,1,hi-roman
oye madarchud aadmi,1,hi-roman
oye madarchud insaan,1,hi-roman
oye madarchud saale,1,hi-roman
oye madarchud kutte,1,hi-roman
oye madarchud yaar,1,hi-roman
are madarchud,1,hi-roman
are madarchud hai,1,hi-roman
are madarchud ho,1,hi-roman
are madarchud tha,1,hi-roman
are madarchud hain,1,hi-roman
are madarchud aadmi,1,hi-roman
are madarchud insaan,1,hi-roman
are madarchud saale,1,hi-roman
are madarchud kutte,1,hi-roman
are madarchud yaar,1,hi-roman
sun madarchud,1,hi-roman
sun madarchud hai,1,hi-roman
sun madarchud ho,1,hi-roman
sun madarchud tha,1,hi-roman
sun madarchud hain,1,hi-roman
sun madarchud aadmi,1,hi-roman
sun madarchud insaan,1,hi-roman
sun madarchud saale,1,hi-roman
sun madarchud kutte,1,hi-roman
sun madarchud yaar,1,hi-roman
dekh madarchud,1,hi-roman
dekh madarchud hai,1,hi-roman
dekh madarchud ho,1,hi-roman
dekh madarchud tha,1,hi-roman
dekh madarchud hain,1,hi-roman
dekh madarchud aadmi,1,hi-roman
dekh madarchud insaan,1,hi-roman
dekh madarchud saale,1,hi-roman
dekh madarchud kutte,1,hi-roman
dekh madarchud yaar,1,hi-roman
bhosdike,1,hi-roman
bhosdike hai,1,hi-roman
bhosdike ho,1,hi-roman
bhosdike tha,1,hi-roman
bhosdike hain,1,hi-roman
bhosdike aadmi,1,hi-roman
bhosdike insaan,1,hi-roman
bhosdike saale,1,hi-roman
bhosdike kutte,1,hi-roman
bhosdike yaar,1,hi-roman
tu bhosdike,1,hi-roman
tu bhosdike hai,1,hi-roman
tu bhosdike ho,1,hi-roman
tu bhosdike tha,1,hi-roman
tu bhosdike hain,1,hi-roman
tu bhosdike aadmi,1,hi-roman
tu bhosdike insaan,1,hi-roman
tu bhosdike saale,1,hi-roman
tu bhosdike kutte,1,hi-roman
tu bhosdike yaar,1,hi-roman
tum bhosdike,1,hi-roman
tum bhosdike hai,1,hi-roman
tum bhosdike ho,1,hi-roman
tum bhosdike tha,1,hi-roman
tum bhosdike hain,1,hi-roman
tum bhosdike aadmi,1,hi-roman
tum bhosdike insaan,1,hi-roman
tum bhosdike saale,1,hi-roman
tum bhosdike kutte,1,hi-roman
tum bhosdike yaar,1,hi-roman
abe bhosdike,1,hi-roman
abe bhosdike hai,1,hi-roman
abe bhosdike ho,1,hi-roman
abe bhosdike tha,1,hi-roman
abe bhosdike hain,1,hi-roman
abe bhosdike aadmi,1,hi-roman
abe bhosdike insaan,1,hi-roman
abe bhosdike saale,1,hi-roman
abe bhosdike kutte,1,hi-roman
abe bhosdike yaar,1,hi-roman
oye bhosdike,1,hi-roman
oye bhosdike hai,1,hi-roman
oye bhosdike ho,1,hi-roman
oye bhosdike tha,1,hi-roman
oye bhosdike hain,1,hi-roman
oye bhosdike aadmi,1,hi-roman
oye bhosdike insaan,1,hi-roman
oye bhosdike saale,1,hi-roman
oye bhosdike kutte,1,hi-roman
oye bhosdike yaar,1,hi-roman
are bhosdike,1,hi-roman
are bhosdike hai,1,hi-roman
are bhosdike ho,1,hi-roman
are bhosdike tha,1,hi-roman
are bhosdike hain,1,hi-roman
are bhosdike aadmi,1,hi-roman
are bhosdike insaan,1,hi-roman
are bhosdike saale,1,hi-roman
are bhosdike kutte,1,hi-roman
are bhosdike yaar,1,hi-roman
sun bhosdike,1,hi-roman
sun bhosdike hai,1,hi-roman
sun bhosdike ho,1,hi-roman
sun bhosdike tha,1,hi-roman
sun bhosdike hain,1,hi-roman
sun bhosdike aadmi,1,hi-roman
sun bhosdike insaan,1,hi-roman
sun bhosdike saale,1,hi-roman
sun bhosdike kutte,1,hi-roman
sun bhosdike yaar,1,hi-roman
dekh bhosdike,1,hi-roman
dekh bhosdike hai,1,hi-roman
dekh bhosdike ho,1,hi-roman
dekh bhosdike tha,1,hi-roman
dekh bhosdike hain,1,hi-roman
dekh bhosdike aadmi,1,hi-roman
dekh bhosdike insaan,1,hi-roman
dekh bhosdike saale,1,hi-roman
dekh bhosdike kutte,1,hi-roman
dekh bhosdike yaar,1,hi-roman
bhosdika,1,hi-roman
bhosdika hai,1,hi-roman
bhosdika ho,1,hi-roman
bhosdika tha,1,hi-roman
bhosdika hain,1,hi-roman
bhosdika aadmi,1,hi-roman
bhosdika insaan,1,hi-roman
bhosdika saale,1,hi-roman
bhosdika kutte,1,hi-roman
bhosdika yaar,1,hi-roman
tu bhosdika,1,hi-roman
tu bhosdika hai,1,hi-roman
tu bhosdika ho,1,hi-roman
tu bhosdika tha,1,hi-roman
tu bhosdika hain,1,hi-roman
tu bhosdika aadmi,1,hi-roman
tu bhosdika insaan,1,hi-roman
tu bhosdika saale,1,hi-roman
tu bhosdika kutte,1,hi-roman
tu bhosdika yaar,1,hi-roman
tum bhosdika,1,hi-roman
tum bhosdika hai,1,hi-roman
tum bhosdika ho,1,hi-roman
tum bhosdika tha,1,hi-roman
tum bhosdika hain,1,hi-roman
tum bhosdika aadmi,1,hi-roman
tum bhosdika insaan,1,hi-roman
tum bhosdika saale,1,hi-roman
tum bhosdika kutte,1,hi-roman
tum bhosdika yaar,1,hi-roman
abe bhosdika,1,hi-roman
abe bhosdika hai,1,hi-roman
abe bhosdika ho,1,hi-roman
abe bhosdika tha,1,hi-roman
abe bhosdika hain,1,hi-roman
abe bhosdika aadmi,1,hi-roman
abe bhosdika insaan,1,hi-roman
abe bhosdika saale,1,hi-roman
abe bhosdika kutte,1,hi-roman
abe bhosdika yaar,1,hi-roman
oye bhosdika,1,hi-roman
oye bhosdika hai,1,hi-roman
oye bhosdika ho,1,hi-roman
oye bhosdika tha,1,hi-roman
oye bhosdika hain,1,hi-roman
oye bhosdika aadmi,1,hi-roman
oye bhosdika insaan,1,hi-roman
oye bhosdika saale,1,hi-roman
oye bhosdika kutte,1,hi-roman
oye bhosdika yaar,1,hi-roman
are bhosdika,1,hi-roman
are bhosdika hai,1,hi-roman
are bhosdika ho,1,hi-roman
are bhosdika tha,1,hi-roman
are bhosdika hain,1,hi-roman
are bhosdika aadmi,1,hi-roman
are bhosdika insaan,1,hi-roman
are bhosdika saale,1,hi-roman
are bhosdika kutte,1,hi-roman
are bhosdika yaar,1,hi-roman
sun bhosdika,1,hi-roman
sun bhosdika hai,1,hi-roman
sun bhosdika ho,1,hi-roman
sun bhosdika tha,1,hi-roman
sun bhosdika hain,1,hi-roman
sun bhosdika aadmi,1,hi-roman
sun bhosdika insaan,1,hi-roman
sun bhosdika saale,1,hi-roman
sun bhosdika kutte,1,hi-roman
sun bhosdika yaar,1,hi-roman
dekh bhosdika,1,hi-roman
dekh bhosdika hai,1,hi-roman
dekh bhosdika ho,1,hi-roman
dekh bhosdika tha,1,hi-roman
dekh bhosdika hain,1,hi-roman
dekh bhosdika aadmi,1,hi-roman
dekh bhosdika insaan,1,hi-roman
dekh bhosdika saale,1,hi-roman
dekh bhosdika kutte,1,hi-roman
dekh bhosdika yaar,1,hi-roman
bhosdi ke,1,hi-roman
bhosdi ke hai,1,hi-roman
bhosdi ke ho,1,hi-roman
bhosdi ke tha,1,hi-roman
bhosdi ke hain,1,hi-roman
bhosdi ke aadmi,1,hi-roman
bhosdi ke insaan,1,hi-roman
bhosdi ke saale,1,hi-roman
bhosdi ke kutte,1,hi-roman
bhosdi ke yaar,1,hi-roman
tu bhosdi ke,1,hi-roman
tu bhosdi ke hai,1,hi-roman
tu bhosdi ke ho,1,hi-roman
tu bhosdi ke tha,1,hi-roman
tu bhosdi ke hain,1,hi-roman
tu bhosdi ke aadmi,1,hi-roman
tu bhosdi ke insaan,1,hi-roman
tu bhosdi ke saale,1,hi-roman
tu bhosdi ke kutte,1,hi-roman
tu bhosdi ke yaar,1,hi-roman
tum bhosdi ke,1,hi-roman
tum bhosdi ke hai,1,hi-roman
tum bhosdi ke ho,1,hi-roman
tum bhosdi ke tha,1,hi-roman
tum bhosdi ke hain,1,hi-roman
tum bhosdi ke aadmi,1,hi-roman
tum bhosdi ke insaan,1,hi-roman
tum bhosdi ke saale,1,hi-roman
tum bhosdi ke kutte,1,hi-roman
tum bhosdi ke yaar,1,hi-roman
abe bhosdi ke,1,hi-roman
abe bhosdi ke hai,1,hi-roman
abe bhosdi ke ho,1,hi-roman
abe bhosdi ke tha,1,hi-roman
abe bhosdi ke hain,1,hi-roman
abe bhosdi ke aadmi,1,hi-roman
abe bhosdi ke insaan,1,hi-roman
abe bhosdi ke saale,1,hi-roman
abe bhosdi ke kutte,1,hi-roman
abe bhosdi ke yaar,1,hi-roman
oye bhosdi ke,1,hi-roman
oye bhosdi ke hai,1,hi-roman
oye bhosdi ke ho,1,hi-roman
oye bhosdi ke tha,1,hi-roman
oye bhosdi ke hain,1,hi-roman
oye bhosdi ke aadmi,1,hi-roman
oye bhosdi ke insaan,1,hi-roman
oye bhosdi ke saale,1,hi-roman
oye bhosdi ke kutte,1,hi-roman
oye bhosdi ke yaar,1,hi-roman
are bhosdi ke,1,hi-roman
are bhosdi ke hai,1,hi-roman
are bhosdi ke ho,1,hi-roman
are bhosdi ke tha,1,hi-roman
are bhosdi ke hain,1,hi-roman
are bhosdi ke aadmi,1,hi-roman
are bhosdi ke insaan,1,hi-roman
are bhosdi ke saale,1,hi-roman
are bhosdi ke kutte,1,hi-roman
are bhosdi ke yaar,1,hi-roman
sun bhosdi ke,1,hi-roman
sun bhosdi ke hai,1,hi-roman
sun bhosdi ke ho,1,hi-roman
sun bhosdi ke tha,1,hi-roman
sun bhosdi ke hain,1,hi-roman
sun bhosdi ke aadmi,1,hi-roman
sun bhosdi ke insaan,1,hi-roman
sun bhosdi ke saale,1,hi-roman
sun bhosdi ke kutte,1,hi-roman
sun bhosdi ke yaar,1,hi-roman
dekh bhosdi ke,1,hi-roman
dekh bhosdi ke hai,1,hi-roman
dekh bhosdi ke ho,1,hi-roman
dekh bhosdi ke tha,1,hi-roman
dekh bhosdi ke hain,1,hi-roman
dekh bhosdi ke aadmi,1,hi-roman
dekh bhosdi ke insaan,1,hi-roman
dekh bhosdi ke saale,1,hi-roman
dekh bhosdi ke kutte,1,hi-roman
dekh bhosdi ke yaar,1,hi-roman
bhosdi ka,1,hi-roman
bhosdi ka hai,1,hi-roman
bhosdi ka ho,1,hi-roman
bhosdi ka tha,1,hi-roman
bhosdi ka hain,1,hi-roman
bhosdi ka aadmi,1,hi-roman
bhosdi ka insaan,1,hi-roman
bhosdi ka saale,1,hi-roman
bhosdi ka kutte,1,hi-roman
bhosdi ka yaar,1,hi-roman
tu bhosdi ka,1,hi-roman
tu bhosdi ka hai,1,hi-roman
tu bhosdi ka ho,1,hi-roman
tu bhosdi ka tha,1,hi-roman
tu bhosdi ka hain,1,hi-roman
tu bhosdi ka aadmi,1,hi-roman
tu bhosdi ka insaan,1,hi-roman
tu bhosdi ka saale,1,hi-roman
tu bhosdi ka kutte,1,hi-roman
tu bhosdi ka yaar,1,hi-roman
tum bhosdi ka,1,hi-roman
tum bhosdi ka hai,1,hi-roman
tum bhosdi ka ho,1,hi-roman
tum bhosdi ka tha,1,hi-roman
tum bhosdi ka hain,1,hi-roman
tum bhosdi ka aadmi,1,hi-roman
tum bhosdi ka insaan,1,hi-roman
tum bhosdi ka saale,1,hi-roman
tum bhosdi ka kutte,1,hi-roman
tum bhosdi ka yaar,1,hi-roman
abe bhosdi ka,1,hi-roman
abe bhosdi ka hai,1,hi-roman
abe bhosdi ka ho,1,hi-roman
abe bhosdi ka tha,1,hi-roman
abe bhosdi ka hain,1,hi-roman
abe bhosdi ka aadmi,1,hi-roman
abe bhosdi ka insaan,1,hi-roman
abe bhosdi ka saale,1,hi-roman
abe bhosdi ka kutte,1,hi-roman
abe bhosdi ka yaar,1,hi-roman
oye bhosdi ka,1,hi-roman
oye bhosdi ka hai,1,hi-roman
oye bhosdi ka ho,1,hi-roman
oye bhosdi ka tha,1,hi-roman
oye bhosdi ka hain,1,hi-roman
oye bhosdi ka aadmi,1,hi-roman
oye bhosdi ka insaan,1,hi-roman
oye bhosdi ka saale,1,hi-roman
oye bhosdi ka kutte,1,hi-roman
oye bhosdi ka yaar,1,hi-roman
are bhosdi ka,1,hi-roman
are bhosdi ka hai,1,hi-roman
are bhosdi ka ho,1,hi-roman
are bhosdi ka tha,1,hi-roman
are bhosdi ka hain,1,hi-roman
are bhosdi ka aadmi,1,hi-roman
are bhosdi ka insaan,1,hi-roman
are bhosdi ka saale,1,hi-roman
